notified_document,country,score,wsum,Y_n,Y_struct,Y_struct_abn
https://members.wto.org/crnattachments/2021/TBT/USA/21_0325_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-08/html/2020-28761.htm https://www.govinfo.gov/content/pkg/FR-2021-01-08/pdf/2020-28761.pdf,Indonesia,0.14285714285714285,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0325_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-08/html/2020-28761.htm https://www.govinfo.gov/content/pkg/FR-2021-01-08/pdf/2020-28761.pdf,Malaysia,0.0,7.0,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0325_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-08/html/2020-28761.htm https://www.govinfo.gov/content/pkg/FR-2021-01-08/pdf/2020-28761.pdf,Philippines,0.0,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0325_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-08/html/2020-28761.htm https://www.govinfo.gov/content/pkg/FR-2021-01-08/pdf/2020-28761.pdf,Thailand,0.14285714285714285,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0325_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-08/html/2020-28761.htm https://www.govinfo.gov/content/pkg/FR-2021-01-08/pdf/2020-28761.pdf,Vietnam,0.2857142857142857,7.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Cambodia,0.008831355043369786,22.98092896899659,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Indonesia,0.22162377873051958,29.68780419406707,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Laos,0.11116409626487958,22.098039042265807,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Malaysia,0.053881527178576825,29.68780419406707,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Myanmar (Burma),0.10825038361416402,23.827073210516776,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Philippines,0.07983711249720878,31.41683836231804,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Thailand,0.030685345649861112,31.41683836231804,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0386_00_e.pdf,Vietnam,0.1718368200065683,29.759847284410863,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Cambodia,0.020191917876982053,12.567837293325997,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Indonesia,0.06483432437943691,19.105524678507106,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Malaysia,0.1254705012493701,24.030149908144885,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Myanmar (Burma),0.02485846577073908,10.208543876300778,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Philippines,0.06234414398951205,12.090449724434661,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Thailand,0.2167503696901771,24.030149908144885,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_01_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_02_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_0388_03_e.pdf,Vietnam,0.01056043093730753,24.030149908144885,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0436_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-28107.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-28107.pdf,Cambodia,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0436_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-28107.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-28107.pdf,Indonesia,0.0684931506849315,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0436_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-28107.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-28107.pdf,Malaysia,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0436_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-28107.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-28107.pdf,Philippines,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0436_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-28107.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-28107.pdf,Thailand,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0436_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-28107.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-28107.pdf,Vietnam,0.0,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0437_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-23353.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-23353.pdf,Indonesia,0.53400443137217,0.5779197186809414,1,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0437_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-23353.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-23353.pdf,Malaysia,0.08344868379353367,4.2917777852273185,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0437_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-23353.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-23353.pdf,Thailand,0.1172021252118343,1.5713494271101751,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0437_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-13/html/C1-2020-23353.htm https://www.govinfo.gov/content/pkg/FR-2021-01-13/pdf/C1-2020-23353.pdf,Vietnam,0.0692657792177985,2.301566141947033,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0527_00_e.pdf,Indonesia,0.53400443137217,1.1558394373618832,1,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0527_00_e.pdf,Malaysia,0.19473923310708188,3.678182373395848,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0527_00_e.pdf,Thailand,0.13887954403307176,2.6521615345144722,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0527_00_e.pdf,Vietnam,0.1018162143045615,3.1315203247764303,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0528_00_e.pdf,Indonesia,0.0,0.6723069253323538,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0528_00_e.pdf,Philippines,0.05555555555555555,1.810716249141663,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0528_00_e.pdf,Thailand,0.14285714285714288,0.6168161327809133,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0530_00_e.pdf,Malaysia,0.0,67.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0530_00_e.pdf,Vietnam,0.0,76.0,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0531_00_e.pdf,Cambodia,0.15384615384615383,2.4603703224156983,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0531_00_e.pdf,Indonesia,0.0,2.4603703224156983,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0531_00_e.pdf,Malaysia,0.006981136884410275,27.110090906980666,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0531_00_e.pdf,Philippines,0.0,2.4603703224156983,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0531_00_e.pdf,Thailand,0.016213134327838455,23.346411834197205,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0531_00_e.pdf,Vietnam,0.008200764006204833,23.07824678618256,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0533_00_e.pdf,Cambodia,0.15384615384615385,3.690555483623548,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0533_00_e.pdf,Indonesia,0.0,3.690555483623548,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0533_00_e.pdf,Malaysia,0.008189463915664235,34.66513636047101,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0533_00_e.pdf,Philippines,0.0,3.690555483623548,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0533_00_e.pdf,Thailand,0.016447973752258645,34.51961775129581,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0533_00_e.pdf,Vietnam,0.008200764006204833,34.61737017927385,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Cambodia,0.05134757428186674,1.8076505424798062,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Indonesia,0.06982340163128349,7.30778309048656,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Malaysia,0.03427545397080556,8.782554278362397,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Myanmar (Burma),0.07692307692307693,0.9067465694308312,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Philippines,0.01544711044233872,4.515390523711677,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Thailand,0.15036507446317326,8.8954664718013,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0537_00_e.pdf,Vietnam,0.048076622835135356,9.710224367727127,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Cambodia,0.011888143558761048,3.9038252712399033,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Indonesia,0.1055547364822391,7.15389154524328,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Malaysia,0.01907334070295662,7.891277139181198,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Myanmar (Burma),0.07692307692307693,0.4533732847154154,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Philippines,0.0060570882043852695,5.757695261855838,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Thailand,0.14705875304533714,7.947733235900649,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0538_00_e.pdf,Vietnam,0.14762427722610463,8.355112183863563,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0605_00_e.pdf,Indonesia,0.18730258529929392,8.716979605653284,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0605_00_e.pdf,Malaysia,0.07816903664444821,6.967888972660344,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0605_00_e.pdf,Philippines,0.08159018990029948,6.446432483858096,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0605_00_e.pdf,Thailand,0.08591851626113811,8.93093905530218,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0605_00_e.pdf,Vietnam,0.1433407471753976,6.037221102461198,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0606_00_e.pdf,Indonesia,0.03479211718649254,12.715518486996652,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0606_00_e.pdf,Philippines,0.0904260029255982,5.972373693721741,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0606_00_e.pdf,Thailand,0.11488725888783763,1.7618846686121725,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0606_00_e.pdf,Vietnam,0.01824170548473214,4.219745679000953,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0607_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-19/html/2021-00842.htm https://www.govinfo.gov/content/pkg/FR-2021-01-19/pdf/2021-00842.pdf,Thailand,0.14285714285714285,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0607_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-01-19/html/2021-00842.htm https://www.govinfo.gov/content/pkg/FR-2021-01-19/pdf/2021-00842.pdf,Vietnam,0.2857142857142857,7.0,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0608_00_e.pdf,Cambodia,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0608_00_e.pdf,Indonesia,0.0684931506849315,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0608_00_e.pdf,Malaysia,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0608_00_e.pdf,Philippines,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0608_00_e.pdf,Thailand,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0608_00_e.pdf,Vietnam,0.0,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0609_00_e.pdf,Cambodia,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0609_00_e.pdf,Indonesia,0.0684931506849315,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0609_00_e.pdf,Malaysia,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0609_00_e.pdf,Philippines,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0609_00_e.pdf,Thailand,0.0136986301369863,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0609_00_e.pdf,Vietnam,0.0,73.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0791_00_e.pdf,Cambodia,0.1,10.0,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0791_00_e.pdf,Indonesia,0.5,10.0,1,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0791_00_e.pdf,Malaysia,0.1,10.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0791_00_e.pdf,Philippines,0.1,10.0,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_0791_00_e.pdf,Thailand,0.1,10.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0791_00_e.pdf,Vietnam,0.0,10.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0837_00_e.pdf,Cambodia,0.16666666666666666,6.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0837_00_e.pdf,Indonesia,0.14285714285714285,7.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0837_00_e.pdf,Malaysia,0.0,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0837_00_e.pdf,Philippines,0.14285714285714285,7.0,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0837_00_e.pdf,Thailand,0.0,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_0837_00_e.pdf,Vietnam,0.14285714285714285,7.0,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Cambodia,0.10121346122349831,7.414188555238774,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Indonesia,0.11435855615871555,14.297828022368321,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Laos,0.002418510226396214,6.813620895213933,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Malaysia,0.05626459551588322,14.722036028965062,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Myanmar (Burma),0.03138498301319569,7.793949239907746,0,1,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Philippines,0.12164687149426319,14.999720114331407,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Thailand,0.04156890070617327,15.599315608699866,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1015_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-02-08/html/2021-02626.htm https://www.govinfo.gov/content/pkg/FR-2021-02-08/pdf/2021-02626.pdf,Vietnam,0.17076202530000192,14.629102128173114,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Cambodia,0.11962482015261508,0.7938015865264019,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Indonesia,0.06928267996184449,1.295641644400078,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Malaysia,0.026201552093449616,2.516336626225963,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Myanmar (Burma),0.1412301480669912,0.6355974742137146,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Philippines,0.14554746356397621,0.9817400814964675,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Thailand,0.14226207702430732,2.6143057549304736,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1094_00_e.pdf,Vietnam,0.02131098894502217,2.8345559633814212,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_1228_00_e.pdf,Indonesia,0.07336851105939261,3.464150007752969,0,1,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1228_00_e.pdf,Malaysia,0.10191424019603265,5.198867572896978,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1228_00_e.pdf,Philippines,0.14285714285714285,1.7791166970865309,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1228_00_e.pdf,Thailand,0.06948863179775024,3.464150007752969,0,0,0
https://members.wto.org/crnattachments/2021/TBT/USA/21_1228_00_e.pdf,Vietnam,0.14285714285714285,3.464150007752969,0,0,1
https://members.wto.org/crnattachments/2021/TBT/USA/21_1231_00_e.pdf https://members.wto.org/crnattachments/2021/TBT/USA/21_1231_01_e.pdf,Indonesia,0.056720304752342125,12.715518486996652,0,0,0
